subject,predicate,object,original_text
Insufficient,turn,rope,Insufficient turns on hold back rope
cabin,lock,cabeça,"ROV control cabin locking part at head height._x000D_
Trava da cabine de controle do ROV na altura da cabeça."
em,do,store,Caixas colocadas em rotas de fuga dentro do Light store - By Gheroghe Stan
diferente,do,_,"Slings installation different to what was requested / Eslingas montadas de forma diferente do que foi solicitado._x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
Resíduo orgânico sendo descartado no deck do ROV  deve ser resolvido com a instalação do triturador de alimentos._x000D_
"""
sendo,descartado,deck,"Slings installation different to what was requested / Eslingas montadas de forma diferente do que foi solicitado._x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
Resíduo orgânico sendo descartado no deck do ROV  deve ser resolvido com a instalação do triturador de alimentos._x000D_
"""
das,escada,internas,Sinalizar corrimão das escadas internas
forklift,drop,rack,Shipyard forklift dropped a gas rack on quayside
bolt,find,deck,Drops - Small bolt found deck of monkey island
Potential,drop,object,HAZOB-063301C002-BP Juniper EPCI-NSG-02.03.2017-Potential dropped object during lift to vessel.
Company,request,THI,Hazard Observation-Suncor- 137 Clyde Ave Mount Pearl- Work shop-August 21 2019- Transportation Company (Newtrans) requested THI for shipment of Handling Tool
biler,ve,Nitrogen,Feilparkerte biler ved siden av propantank og gassrack med 300bar Nitrogen
passada,do,massames,Deixada mangueira do sistema de cascata passada dos cilindros até cabide de massames
Harness,fail,inspection,Fall Harness failed inspection
panel,have,screen,"The panel from stairs to the Bridge engineers don't have the screen with electrical hooks from the deck, like exist on the Operator PLS screen._x000D_
This screen is important to supervisor ( Bridge Engineer) followed the controls of the tension and modes of the synchronism if are properly on."
PLS,escape,stairs,PLS escape stairs hatches not self-locking anymore
pessoas,do,protegeram,Estávamos em standby meterológica e as pessoas do convés protegeram a bomba com um plástico.
workers,protect,tools,Third part: ORN workers on 2 ton crane with improvised lanyards to protects tools from drops;
It,find,connection,"It was found a quick connection on the chemichal skid, Risk of drops if lift the skid. It"
frequencia,durante,abertura,Portão de acesso a CODESA está saindo do trilho com frequencia durante a abertura.
protection,require,danificada,Port Store Hatch hydralic tubing bent – Additional protection required / Escotilha de BB com tubulação danificada
éprouvettes,pour,gaine,SD-A7-03/05/2017-Préparation des éprouvettes pour traction gaine
oil,resemble,liquid,Oil in water bottle (oil resembles blackcurrant coloured liquid)
HW,drum,leff,HW drums leff in front of the electrical pannel of the w1. - Pascal Pantigny
boreste,devido,corrosão,Risco de queda da luminária de boreste devido a corrosão.
sparks,pass,walkway,Welding flash/sparks passing over walkway on deck
cables,require,replacement,Welding cables required replacement
Welder,start,activity,ORN: Welder started the weld activity without the PFF2 mask – by Natasha Milliole (HSE)
painel,do,operação,Tampa de acesso ao painel do skd teste obstruida com capa de equipamento da operação
system,contain,shackles,"Lifting system installed in a basket with pipes, at main deck, contained 2_x000D_
shackles without safety pins."
necessárias,para,mesmo,Sugestão de melhoria: colocar em cada lado do defletor uma caixinha com ferramentas adequadas e necessárias para a utilização do mesmo
Camera,work,item,"Camera 17 is not working properly, critical item for operations. - Cristian"
HPU,do,caso,Válvula volante localizada no manifold da parte traseira dp HPU do VLS está com alto nível de corrosão podendo provocar lesões em caso de abertura/fechamento.
AHTS,use,weight,"The AHTS should use a weight of 60 tn, but after overboarding we asked the real weight reading and it has been informed to have only 48 tn. Difference of weight totally alters the results of the LV study. Operation was stopped before start conection and informed to BR Fiscal and OCM. Requested to AHTS to make the weight again. By José Macedo"
we,ask,reading,"The AHTS should use a weight of 60 tn, but after overboarding we asked the real weight reading and it has been informed to have only 48 tn. Difference of weight totally alters the results of the LV study. Operation was stopped before start conection and informed to BR Fiscal and OCM. Requested to AHTS to make the weight again. By José Macedo"
Difference,alter,results,"The AHTS should use a weight of 60 tn, but after overboarding we asked the real weight reading and it has been informed to have only 48 tn. Difference of weight totally alters the results of the LV study. Operation was stopped before start conection and informed to BR Fiscal and OCM. Requested to AHTS to make the weight again. By José Macedo"
horn,report,load,Basket horn reported too load and requested to be moved
Drainvalve,seek,strol,"Drainvalve of coaring pipeloading hatch, seeks strol in closed position. Valve should be feed up again"
materiais,fora,dos,Organização de materiais na mesa do PLS fora dos padrões de 5S - By Rodolfo
Corrosion,sit,base,Corrosion on sat dome base on portside – by Andy Wood
quebrada,do,elétrico,Proteção quebrada do motor elétrico.
située,platelage,Armeuse,SD-SP4-01/12/2017- Risque de collision entre la bobine située en ESP4 et le platelage Armeuse 6.
hose,instal,errada,Air hose wrongly installed / Mangueira de ar instalada errada
JRA,have,used,JRA from third party didn’t have the used of the grinder during job – By Bruno Cordebel
dentro,do,basket,"Soft sling inside basket_x000D_
Cinta dentro do basket"
workers,wear,vests,Yard workers not wearing Life vests on pontoon
Material,armazenado,madeira,"Material stored in wooden box in inappropriate location._x000D_
Material armazenado em caixa de madeira em local inapropriado."
utilizada,desprendeu,colaborador,"Parte metálica da marreta utilizada em atividade, se desprendeu em direção de mão de colaborador."
Unsecure,stack,reels,Unsecure stacked cable reels
pins,use,quebrar,"Split pins are being used may times and can break._x000D_
Contra-pino sendo reutilizável várias vezes e podendo quebrar."
Rigger,cut,bottle,Rigger cut top off plastic bottle and left it on deck.
Person,descend,stairs,North Sea Giant - Person descending stairs at pace no hand for himself
worker,wear,harness,Scaffold worker not wearing a harness when accessing lower work station
Material,leave,fuga,Material left in walk way / material deixado na rota de fuga
Sinaleiros,do,TOPSOIL,Sinaleiros de via nos acessos do bota fora - TOPSOIL. Ação PTD 21.
boat,smoke,engine,Girassol: boat was smoking their engine from vessel until their base. Lots of people inhaled diesel smoke for 30min or so.
Lots,inhale,smoke,Girassol: boat was smoking their engine from vessel until their base. Lots of people inhaled diesel smoke for 30min or so.
It,observe,water,"It was observed water on the 2nd deck access to propulsion room, it was coming from PS WTD."
Towel,use,fontain,Towel used as a mat in front the water fontain. removed and reported to HSE and Nurse.
segurança,do,operacional,"Kitchen oven door locking system not operational._x000D_
Trava de segurança do forno da cozinha nao operacional."
Sailboat,approach,site,Hazard observation-Aasta Hansteen-Digernessundet- 211017- Sailboat approached site
Antem,fix,fixada,"Antem fixed unproperly_x000D_
Atena fixada indevidamente"
saida,emergencia,PLS,"carabiner pls emergency exit_x000D_
Mosquetão saida emergencia PLS"
Luzes,defensa,funcionando,Luzes do defensa de concreto não estão funcionando
mat,have,bubble,Floor mat has a large bubble
Theodore,Spoolbase-,board,Hazard Observation- Theodore Spoolbase- 26 March 2019- board with nails
sistema,combate,incêndio,Acionamento indevido do sistema de combate a incêndio da Desparafinação - Evidência em anexo
da,manilha,solto,"""O pé do suporte da manilha hidráulica esta solto. _x000D_
_x000D_
The base of the hydraulic shackle is loose. By Bruno Barreto. _x000D_
""_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
""_x000D_
_x000D_
_x000D_
_x000D_
"""
employe,open,panel,Mauá company - Worker welding and many time the breaker swtich off. The employe was opening the electrical panel to restart the breaker
It,find,cups,It was found a papepr cups  (used only in helilounge) in the trash bin at smoke area.
fora,do,casario,Copo plástico fora do casario
winds,guste,km,High winds gusting up to 80 km per hour.
area,close,basket,"Área escorregadia próximo a cesta._x000D_
Slippery area closed basket."
Telephone,working_x000D,_,"Telephone not working_x000D_
Telefonhes não funcionando"
phone,work,funcionando,"Elevator phone not working properly_x000D_
Telefone de elevador não funcionando"
extinguisher,leave,fuga,Fire extinguisher left in the escape route  / Extintor deixado na rota de fuga
Person,descend,stairwell,North Sea Giant - Person descending internal stairwell using mobile phone
Clips,do,ROV,"Clips installed on ROV hook._x000D_
Dispositivo instalado nos ganchos do ROV"
barrières,type,Héras,SD - OSLT SCI - 20160912 - Détérioration barrières type Héras
isolamentos,portõe,empilhadeiristas,"Remoção dos isolamentos dos portões pelos empilhadeiristas, os mesmo não estão isolando-os novamente após o término da atividade."
Incorrect,hold,arrangement,Incorrect 2” hold back arrangement
Trilhos,do,danificados,Trilhos do virador estão danificados (Com buracos).
Trabalho,simultaneo,ROV,"Trabalho simultaneo ROV_x000D_
SIMOP Works ROV"
that,store,tanks,Containment area (kickplate) that store oil waste tanks without drain plug.
cintos,do,guindasteiros,Safety Suggestion // Sugestão de Segurança = Install a locker dedicated for safety harness storage to the crane drivers / Instalar armário dedicado aos cintos de segurança dos guindasteiros
Batteries,hold,charge,Radio Batteries not holding charge
Corridor,objeto,piso,Corridor blocked by materials in the floor / Corredor obstruído por objetos no piso
Porta,deck,piso,"Door on the deck A without signalization on the floor. By Milena _x000D_
Porta do  deck A sem identificação no piso. Por Milena"
housekeeping,fill,deck,Poor housekeeping and a lot of waste bins fill around main deck.
contractor,accompany,work,Tecnave contractor was accompanying hot work using the sleeve of the overalls raised.
support,introduce,risk,Viga U support introduced a risk of pinch points – Suportes de viga criou o risco de prensamento de dedos.
tip,stub,door,Finger tip stubbed opening door
which,require,extensions,"Foi constatado que a maioria dos painéis de tomadas foram desenergizados o que requer grande extensões de cabo elétrico no convés para atingir as áreas de trabalho. Sugestão é que os painéis elétricos voltem. – By Ricardo Welder_x000D_
_x000D_
It has been found that most of the outlet panels have been de-energized which requires large extensions of electrical cable on the deck to reach the work areas. Suggestion is that the electric panels come back. – By Ricardo Welder"
bolts,damage,floor,chair feet rubber completely worn and bolts damaging the floor
segura,para,navegação,"Area not secured for sea. Rubbish around_x000D_
Área não segura para a navegação. Resíduos ao redor"
Diver,bump,crown,Hazard Observation - HWR 2017 LDC Campaign - Maersk Detector / Technip Seahunter - 20-July-17 - Diver bumped a dental crown against the bottom steel rim of helmet resulting in a small chip/crack.
channel,change,no,TV channel changed no following the correct procedure / Canal de TV sendo trocados fora do padrão.
carts,obstruct,access,"Small transport carts obstruct access to the emergency bottom W1 winch._x000D_
Carrinho de transporte obstruindo acesso ao botão de emergência do guincho W1."
acesso,do,W1,"Small transport carts obstruct access to the emergency bottom W1 winch._x000D_
Carrinho de transporte obstruindo acesso ao botão de emergência do guincho W1."
lockers,have,markings,Port and Starboard HLB lockers containing lifejackets do not have any markings or signage on them.
watcher,conduct,training,Contractor fire watcher had not conducted vessel fire watch training.
Resposta,do,Answer,"Resposta do guindaste principal muito lento durante a operação._x000D_
Answer of main crane too slow during operation."
cable,insert,gland,Fan electrical cable not properly inserted inside cable gland
Conections,remove,authorization,Conections from air and water were removed withou authorization / Conexões de ar e água foram removidas sem autorização
grease,live,wells,grease live wells
Hinger,damage,danificada,Hinger damaged / Dobradiça danificada
Confeccionar,rampa,popa,Confeccionar rampa em degrau para passagem de paleteira com material na área de carga de popa.
SPZ,interferindo,caminho,Virador da SPZ interferindo no caminho do Jumbo
Straps,cross,passagem,"Ratched Straps crossing walk way_x000D_
Cinta catraca cruzando área de passagem"
tubes,block,signalization,Exhauster fan tubes are blocking the Hazardous map signalization on the bulkhead - By ROV Team.
comms,ref,change,Poor comms ref time change (Advance 1 Hr)
member,hold,handrail,Crew member not holding handrail
party,use,convés,"Third party was using the wrong mask for respiratory protection during task on main deck - By João HSE_x000D_
_x000D_
Terceirizado usando máscara errada para proteção respiratória durante trabalho no convés. By João HSE"
Equipamento,oxidado,SWL,Equipamento oxidado e sem SWL.
H2S,desligado,comprimido,"Exaustor da linha de de ventilação de H2S desligado na fonte de ar comprimido. _x000D_
Exhaust ventilation of the H2S torn off on the main deck. By Daniel Carnevale."
•,hold,point,•	 Breakdown in communication during initial pressurisation up to first hold point.
cabo,guindaste,area,Após serviço de lubrificação de cabo do guindaste a area ficou suja de graxa e escorregadia / After crane cable lubrication service the area became grease and slippery.
jug,find,hole,"Coffee jug on M deck, found damaged (hole), and put in cupboard at coffee corner"
elétricas,desprendida,parede,Tomadas elétricas desprendidas da parede
Telefone,do,operacional,Phone from coffee shop not operational / Telefone do coffe shop  não  operacional
Weather,obstruct,hose,HAZOB-016170X071 -Deep Energy-31.01.2018- Weather tight door obstructing fire hose and not secured
dispenser,have,signage,Water dispenser did not have Super Chlorination signage
System,damage,danificado,System of safety tape damaged / Sistema de fita zebrada danificado
Flooding,spread,cable,Flooding spread 440v cable exposed on deck
Equipment,lash,danger,Project Equipment (umbilical pulling head) not lashed danger of moving and injuring someone as it is a round shape
cables,drag,chain,Electrical cables dumped on the top of the hydraulic hoses drag chain of transfer vehicle no.1
situation,create,knot,"During backload operations, observed the use of tagline with extension. This situation created a knot that could hold onto some equipment bringing balance to the load."
Sistema,do,Falha,Sistema do Anti colisão do Jumbo 03 está com Falha
Contractor,cross,barrier,Contractor crossed barrier without permission
mais,deixada,lavar,"Colocação de cesto de roupa suja ao lado do elevador, pois dessa forma não terei mais necessidade de ficar abaixando para pegar diversas roupas pelo corredor e também não teria mais risco de ninguém tropeçar nas roupas deixadas para lavar – By Rosana Faria"
valve,give,sing,Fire main line valve gave a sing of leakage. / A válvula da linha principal de incêndio com um pequeno vazamento.
Botoeira,do,emissão,Botoeira do virador de emissão
bin,locate,deck,SOPEP bin located fwd deck with rubbish inside
Cable,cover,colour,Cable covers same colour as deck
device,see,picture,"Lock device of the oven located on the galley broken – by Galley team_x000D_
(See the picture)"
PAT,test,card,"Rustidust not PAT tested, no HAVS card available"
Bathroom,light,lamp,Bathroom light fitting lamp removed by non electrician
Bathroom,light,lamp,Bathroom light fitting lamp removed by non electrician
Sinaleiro,manuseando,Deviations,"Desvios durante movimentação de carga: Sinaleiro manuseando a lingada; Içamento de container sem inspeção previa; pessoas passando pela área isolada_x000D_
_x000D_
_x000D_
Deviations during load movement: Signal handling the sling; Container lifting without prior inspection; people passing by the isolated area"
Vão,aberto,ARM4,Vão aberto no piso da ARM4
aos,cabide,massames._x000D,"Acesso obstruído aos cabides de massames._x000D_
Access obstructed to rigging supports."
desembarcam,do,para,"3 crew members disembarking from Vessel to the Bavit crossing the gangway without net protection. / 3 membros da tripulação que desembarcam do navio para o Bavit atravessando a passarela sem a rede de proteção._x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
Resíduo orgânico sendo descartado no deck do ROV  deve ser resolvido com a instalação do triturador de alimentos._x000D_
"""
sendo,descartado,deck,"3 crew members disembarking from Vessel to the Bavit crossing the gangway without net protection. / 3 membros da tripulação que desembarcam do navio para o Bavit atravessando a passarela sem a rede de proteção._x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
Resíduo orgânico sendo descartado no deck do ROV  deve ser resolvido com a instalação do triturador de alimentos._x000D_
"""
Base-,keep,Zone,HAZOB - Henderson Base- Keep Clear Zone cluttered
Personnel,use,PPE,Personnel not using required PPE (face shield)
Contractors,secure,tools,HAZOB-033296A005-G1201-08.10.2017-Contractors not securing tools at height.
box,block,route,"Wooden box partially blocking green escape route as well as partially blocking access to fire hose box and hydrant – By Zeljko_x000D_
_x000D_
Caixa de madeira bloqueando parcialmente a rota de escape verde, bem como bloqueando parcialmente o acesso à caixa de mangueira de incêndio e o hidrante – By Zeljko"
HPU,winch,position,HPU winch wrong position
buttom,damage,danificada._x000D,"Botoeira de emergência danificada._x000D_
Emergency buttom damaged."
de,desengraxante,pressurizada,"Mangueira de ar que liga o reservatório de desengraxante no main deck foi vista pela 2ª vez pressurizada na área._x000D_
_x000D_
_x000D_
Air hose connecting the degreaser tank to the main deck was seen for the 2nd time pressurized in the area."
Grinder,leave,Plugged,"Hazob- CHS Refinery - Laurel, Montana- 15 May 2017- Grinder Left Plugged In"
boxes,need,queda,The pad boxes need a net due the risk drop / A caixa de sapatas precisam de uma tela devido ao risco de queda
Colaboradores,do,PTA,Colaboradores se deslocando debaixo do cesto da PTA.
Hatch,cover,bumper,"Tampa do hatch tocando no bumper ao abrir_x000D_
_x000D_
Hatch cover touching bumper when open"
Instruções,do,apagando,"W6 instructions missing_x000D_
Instruções do W6 apagando"
Contractors,use,lift,North Sea Giant - Contractors using lift and talking loud in Level 2 accommodation
havia,isolameto,local,"During operation with tensioned cables on deck, was observed that was no isolation on place. / Durante operação com cabo tensionado no convés, foi observado que não havia isolameto no local."
nos,conteinere,caixas,"Inadequate mooring in the containers and boxes on deck._x000D_
Amarração inadequada nos conteineres e caixas no convés."
Welders,leave,shop,"Welders personal bags, left in walk way outside coffee shop"
de,resíduo,organizados,"Coletores de resíduos guardados no local, quebrados e mal organizados"
utilizada,patesca,rotear,Manilha utilizada na patesca para rotear o cabo do guincho W1 estava sem a trava de segurança
dos,auxiliare,fuga,"N 2 Auxiliary Room Without scape rout, material storage inadequate, telephone not work, firefight equipment obstructed._x000D_
_x000D_
Sala dos auxiliares sem rota de fuga, material storage de forma inadequada, telefone não funciona em equipamento de combate a incêndio parcialmente obstruído. By Gustavo Monfort."
Shoes,leave,hazard,Shoes left in stairway casing potential trip hazard
someone,open,door,Male change room door have being maintained closed now but this can lead to event if someone open the door and hit a person in the other side.
light,provide,illumination,Two flood lights at the PC37 Crane Boom Foot Carrier level are not working. Those two light can provide better illumination  at the main deck during FLETS installation.
fica,desequilibrado,cilindro,The welder cilindre truck is unbalanced when have one cilinder on / Carrinho de cilindro do soldador fica desequilibrado quando possui apenas 01 cilindro
Abrigo,combate,paletes,Abrigo de mangueiras de combate a incêndio obstruído por paletes de materiais.
member,cross,barrier,Crew member crossed barrier and stood in pinch point
travamento,painel,quebrada,Botoeira de travamento do painel principal esta quebrada
Funcionários,trabalhando,Bussular,Funcionários trabalhando na torre com risco de queda - By Fábio Bussular
Person,use,handrails,"Person not using handrails on stairs, hands full"
Operators,wear,Belts,HazOb - Theodore Spoolbase - Theodore Spoolbase- 17 Aug 2017 - Operators Not Wearing Seat Belts
machine,have,button,FJC coating machine has ready light button on opposite side of the pipe
man,load,locker,Stinger winch guard/ barrier missing between stinger winch stbd side and rigging equipment (18 man load out) locker on the mezz deck
Material,armazenado,inadequado,Material armazenado em local inadequado.
someone,leave,box,Around the cherry pick there is no painted area on the floor and yesterday someone left a box very close to the base and during the turn the stairs hit that box. Suggestion is to paint an area on the floor by limiting the loading placement
stairs,hit,box,Around the cherry pick there is no painted area on the floor and yesterday someone left a box very close to the base and during the turn the stairs hit that box. Suggestion is to paint an area on the floor by limiting the loading placement
basktet,remove,comida,"Fire hydrant and fire box blocked by food baskets. Food basktet has removed – By Zeljko_x000D_
_x000D_
Hidrante sendo obstruído por caixas de comida. Caixa de comida foram removidas – By Zeljko"
operator,give,orders,"During backload operation with supply vessel, the crane operator gave orders directly to the S/V to move astern. The Crane Op was imediatally informed that all navigation matters must be discussed exclusively between bridge officers"
Person,use,handrails,HAZOB - 072731C001 - Deep Energy - 30.05.2018 - Person not using handrails on internal stairs
TOMADA,do,SP-22,CURTO CIRCUITO NO INTERIOR DA TOMADA DO VIRADOR DE EMISSÃO DA SP-22.
status,aberto,embarcada,"Flexibras Açu - SIFP - Visual indicator light for open/closed coil status on platform SPZ03
Flexibras Açu - SIFP - Sinalizador visual para indicação do status aberto/fechado da contra-ponta da bobina embarcada na SPZ03"
alumínio,derrubada,pelo,RASI - Escada plataforma de alumínio (fora de uso) derrubada pelo vento
Açu,para,Testar,"Flexibras Açu - SIFP - Implementation Device for Testing Ground Continuity in Electrical Equipment.
Flexibras Açu - SIFP - Implementação Dispositivo para Testar a Continuidade de Aterramento em equipamentos eletricos."
Identificado,na,G-204,RASI - Condições de Riscos Identificado nas áreas de Subestação G-204 e Área de Utilidades.
membros,do,Jumbo,"Flexibras Açu - SIFP: Risk of limb entrapment, falling objects, during tire changing activity of the Jumbo.
Flexibras Açu - SIFP: Risco de prensamento de membros, queda de objetos, durante atividade de troca de pneus do Jumbo."
Mitigation,do,SPZ03,"Flexibras Açu - Mitigation of the risk of the operator being crushed against the machine structure at ITM in SPZ03
Flexibras Açu - Mitigação do risco de prensamento do operador contra estrutura da máquina na ITM na SPZ03"
estrutura,do,G204,"Flexibras Açu - SIFP - Modification in the structure of the G204 emission winch
Flexibras Açu - SIFP - Modificação na estrutura do guincho de emissão da G204."
Development,stop,time,"Flexibras Açu - SIFP - Development of Structural Support for the central tube of the SP-21 Spiral Machine tube, during the Planned Maintenance stop time."
Inboarding,clump,Star,SIFP - Bumper para o Inboarding do Clump Weight que será utilizado no convés do Deep Star
Trainee,operate,crane,Trainee operating an overhead crane
crane,have,limitations,Current jib crane in hall 3 have limitations that results in manual handling and touch suspended load situations. These issues have line of fire situation potential.
issues,have,line,Current jib crane in hall 3 have limitations that results in manual handling and touch suspended load situations. These issues have line of fire situation potential.
conditioning,make,noise,Air conditioning in the SCM lab is making a weird noise
Lifting,object,Campaign,Lifting & Dropped objects Campaign
Snakes,find,Times,Snakes found inside premises 5 Times in few months
which,involve,lifting,"RT bunker was being carried out in the premises by a third party vendor, which involves  lifting, welding activities . Vendor was briefed about the requirements and the work permit was issued for the particular task , but the vendor was not adhering to the requirements and found deviation in using basic appropriate PPE , tools and damaged wires for the welding equipment's ."
Press,have,access,"1200-TON Press has only limited access and egress , in case of emergency this is a concern for the Operator"
it,withstand,weight,"FLywocks execution stands are not appropriate as the execution is being executed on the package box , no weight calculation , whether it can withstand the weight or not ."
that,limit,sight,Building 5 Containers at base placed in a way that limits the sight in intersection
Forklift,hit,gate,B16 FORKL Forklift hit the gate
PDO,receive,goods,B11 PDO Received goods on broken pallet in broken alubox
Forklift,pass,gate,R2 FORKL Forklift from CCB passed the gate by R2 and lost flatbed
B11,receive,basket,PDO B11 Received backload basket from Deepsea Nordkapp without proper securing
Employee,ride,bicycle,FORKL B11 Employee riding a bicycle around the forklift
Flatbeds,have,visibility,Flatbeds have poor visibility due to old reflectors-risk of collision
equipamentos,do,CLP,"SWA - IÇAMENTO DE CARGAS - Durante operação de recebimento de equipamentos do pátio do CLP, foi identificado pela equipe de montagem que a amarração dos acess´rios para o içamento das cargas foram realizados de forma irregular. As cintas foram amarradas de forma que estavam sob quinas vivas."
CLP,do,pátio,"SWA - IÇAMENTO DE CARGAS - Durante operação de recebimento de equipamento do pátio do CLP, foi identificado pela equipe de montagem a necessidade de avaliação do ponto de içamento devido o centro de gravidade do equipamento não ser centralizado."
além,do,normal,"SWA - While using a 4.0"" grinder, the employee noticed that the tool was shaking more than usual.

Durante utilização de esmerilhadeira de 4,0” o colaborador percebeu que a ferramenta estava trepidando além do normal."
guia,do,A&R,"SWA - Início de retirada da guia do cabo A&R,"
durante,operaçõe,em,"SIFP - Danger of falling from a height during portcall operations
SIFP - Perigo de Queda em Altura durante operações em portcall"
dos,colaboradore,pelo,"SIFP - Perigo de queda dos colaboradores durante o monitoramento da passagem da ferramenta IK pelo VLS
SIFP - Risk of employees falling while monitoring the passage of the IK tool through the VLS"
com,batente,corroídos,Tampa de alçapão com batentes muito corroídos
lançamento,do,resgatistas,SWA - Solicitado que 3 colaboradores da equipe de lançamento do convés para serem resgatistas em uma PT do pipelay
cor,do,cargas,Padronizar cor dos coletes de vigia de fogo (Vermelho) e movimentação de cargas (Verde). Facilidade para distinguir cada atividade.
Foi,do,ferrugem,Foi observado na feramentaria do convés o armário corta-fogo com muita corrosão e podre por ferrugem
Interior,do,ferramentas,"Interior do novo Container de Ferramentas da Operação (Convés): Instalar uma luminária na parte indicada, pois está muito escuro e atrapalhado quando necessário pegar ferramentas"
Durante,para,projeto,"Durante a retirada de cabo sintético, para a montagem da lingada de recolhimento do projeto, foi observado que a ponta do cabide (localizado na área do mezanino boreste) estava com bastante corrosão, podendo se soltar e também danificar os cabos sintéticos. A maioria dos cabides estão com corrosão também."
Porta,do,fechar,Porta do paiol de ferramentas BB está com problema na hora de fechar
piso,do,container,"Estamos com problema no container de EPI, pois está entrando água pelo buraco do ar condicionado e molhando tudo por dentro, principalmente os EPIs, que ficam no piso do container"
Risk,do,BA,"SIFP - Risk of rupture when filling BA cylinders
SIFP - Perigo de ruptura durante enchimento de cilindros do BA's"
ACAD,do,LTC,ACAD 2025 - Análise Crítica do Sistema de Gestão de HSE VSO LTC
Coral,do,motores,726346 - SIFP - TOP Coral do Atlântico - Risk of falling / twisting the foot during engines maintenance / Risco de queda / torção do pé durante a manutenção dos motores
Frame,do,queimada,"Observado que uma luminária LED, localizada no A-Frame do ROV bombordo está queimada."
fechamento,do,recomendado,Observado durante abertura/fechamento do defletor pivotante que os estojos e portas sempre ficam com tensão acima ou abaixo do recomendado
quando,apeado,tubo,Cabo de guincho da cesta 2500T quando apeado no guarda-corpo corre por cima de um tubo da rede de flowline podendo causar perfuração do tubo.
Estes,do,iniciação,Após tratamento da corrosão dos cabides (ganchos) para massames foi verificado que houve muita perda de material devido a quantidade de vezes que já foram tratadas. Estes 6 cabides estão localizados a ré da polia do guincho de iniciação (abaixo do defletor pivotante).
Coral,do,Recovery,"727137 - SIFP - TOP Coral do Atlântico - Recovery of cut flexible lines, type flat pack / Recolhimento de Linhas Flexíveis"
teto,do,reparos,O teto do container de ferramentas da equipe de Operações apresenta bastante ferrugem e está com furos precisando de reparos.
hidráulica,do,SIFP,"SIFP - Ao acessar a parte hidráulica dos Flaps 1 & 3 do Moonpool
SIFP - When accessing the hydraulic portion of Moonpool Flaps 1 & 3"
abaixo,do,Risk,"SIFP - Risco de queda do mezanino boreste abaixo do guindaste de popa boreste
SIFP - Risk of falling from the starboard mezzanine below the starboard stern crane"
fundo,do,basket,"Produtos químicos inflamáveis armazenados no fundo do basket 2500T. Risco de queda do colaborador ao transportar os baldes pelas escadas, em caso de incêndio, aumenta ainda mais o risco de propagação de fogo"
em,caso,fogo,"Produtos químicos inflamáveis armazenados no fundo do basket 2500T. Risco de queda do colaborador ao transportar os baldes pelas escadas, em caso de incêndio, aumenta ainda mais o risco de propagação de fogo"
resgate,acondicionado,acessível,"Durante o uso de kit de resgate para acompanhamenrto de atividade na torre TLS, foi detectado que o kit de resgate (localizado no container do TLS) poderia ser acondicionado em local mais acessível, já que o kit é de suma importância, e que seja fácil de acessar para não interferir no resgate. O atual local não é muito acessível, em local elevado, acima de armário."
Adjustment,do,VLS,"SIFP - Adjustment of N2 in the VLS tensioners
SIFP - Ajuste de N2 dos tensionadores do VLS"
hazard,do,torre,"SIFP - Fall hazard during activity on the top of the tower

SIFP - Perigo de queda durante atividade do topo da torre"
Observado,chapa,cobertura,Observado chapa metálica de cobertura (na área do main deck / boreste / na área das bombonas HW) com bastante corrosão.
e,extremidade,Exposure,"SIFP - Exposição ao raio de ação do cabo do guincho de15t (BE e BB) durante carregamento e descarregamento de extremidades
SIFP - Exposure to the working radius of the 15-ton winch cable (Starboard and Port) during the loading and unloading of ends"
segregados,para,querentena,"Foi sugerido pelo Almoxarife, devido às pessoas estarem deixando itens que devem ser segregados para a querentena, do lado de forma da mesma, que sejam feitas duas aberturas (dois cortes) no formato janela, na porta da querentena, para que as pessoas possam colocar os riggings de baixa capacidade, evitando de deixar qualquer acessório do lado de fora e obstruindo a rota de fuga."
CORAL,do,OPERACIONAIS,CORAL DO ATLÂNTICO - CRONOGRAMA DE SIMULADOS DE EMERGÊNCIAS - CONTINGÊNCIAS OPERACIONAIS
intermediária,do,Risk,"SIFP - Perigo de queda dos colaboradores durante destravamento da varanda intermediária do VLS
SIFP - Risk of employees falling when unlocking the VLS intermediate balcony"
técnica,do,tests,"SIFP - Testes de pressão - Falta de competência técnica dos testeiros
SIFP - Pressure tests - Lack of technical competence of testers"
Abrangência,caso,Bobinas,"727318 - Abrangência do caso SIFP 663918 - Seafastening Bobinas, aplicado as embarcações SKR e SKO"
estrutura,do,Embarcação,Potencial queda de estrutura do Guindaste Principal da Embarcação
